From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-06-05 18:00:00,2021-06-05 19:00:00,42.67,125.7,2.87,11.63,6.16,,10.53,0.92,33.16,0.77,2.25,0.32,0.42,0.67,40.13,26.91,1.43,273.42,115.73,733.55,0.1
2021-06-05 19:00:00,2021-06-05 20:00:00,67.56,354.0,27.86,11.0,28.43,,11.39,0.22,23.69,0.85,2.32,0.28,0.35,0.67,30.6,39.84,2.14,33.8,12.55,730.4,0.11
2021-06-05 20:00:00,2021-06-05 21:00:00,81.67,204.63,19.69,28.81,31.21,,14.66,0.18,34.6,0.79,2.25,0.29,0.41,0.7,29.35,46.84,1.48,149.72,10.83,728.65,0.18
2021-06-05 21:00:00,2021-06-05 22:00:00,105.7,148.12,11.46,12.4,14.58,,17.16,0.18,50.37,0.8,2.14,0.29,0.4,0.68,28.06,54.5,1.43,172.04,15.98,729.2,0.18
2021-06-05 22:00:00,2021-06-05 23:00:00,70.38,86.5,9.05,10.73,12.58,,15.49,0.48,35.22,0.76,2.23,0.31,0.41,0.7,28.74,47.3,1.58,152.66,20.24,730.23,0.09
2021-06-05 23:00:00,2021-06-06 00:00:00,59.12,61.2,12.43,12.04,16.63,,14.19,0.45,44.05,0.81,2.33,0.3,0.41,0.72,29.24,44.73,0.89,121.54,20.44,729.93,0.08
2021-06-06 00:00:00,2021-06-06 01:00:00,,,16.23,22.27,25.03,,12.06,0.3,23.31,0.79,2.15,0.3,0.41,0.71,29.37,44.5,0.93,217.74,20.92,730.43,0.08
2021-06-06 01:00:00,2021-06-06 02:00:00,,,23.21,19.41,29.11,,13.12,0.18,32.47,0.85,2.14,0.3,0.38,0.69,29.48,43.54,0.97,239.35,19.64,730.97,0.1
2021-06-06 02:00:00,2021-06-06 03:00:00,,,11.72,19.18,18.37,,16.95,0.35,43.8,0.8,2.19,0.31,0.41,0.68,29.82,42.37,0.93,244.22,18.41,731.32,0.09
2021-06-06 03:00:00,2021-06-06 04:00:00,23.66,25.02,8.27,16.84,14.79,,17.39,1.19,35.96,0.8,2.14,0.32,0.39,0.68,30.34,41.58,0.79,243.48,17.09,731.18,0.08
2021-06-06 04:00:00,2021-06-06 05:00:00,21.41,36.8,9.55,12.64,14.97,,15.75,1.42,33.53,0.79,2.23,0.3,0.39,0.7,30.26,42.68,1.2,282.97,15.45,731.23,0.07
2021-06-06 05:00:00,2021-06-06 06:00:00,27.98,33.02,8.84,16.55,16.11,,12.98,0.31,23.51,0.8,2.11,0.28,0.37,0.67,30.64,41.6,0.56,239.13,16.83,731.62,0.07
2021-06-06 06:00:00,2021-06-06 07:00:00,34.38,43.75,24.72,31.18,36.48,,13.93,0.25,22.3,0.78,2.19,0.29,0.39,0.71,30.53,42.99,0.37,183.79,56.23,730.88,0.09
2021-06-06 07:00:00,2021-06-06 08:00:00,42.37,58.0,15.17,22.01,23.43,,17.92,0.27,25.59,0.81,2.21,0.31,0.38,0.68,31.2,42.74,0.46,192.66,149.94,729.97,0.13
2021-06-06 08:00:00,2021-06-06 09:00:00,37.36,58.53,6.64,13.62,11.39,,20.11,0.6,34.33,0.84,2.29,0.28,0.39,0.71,32.71,40.78,0.53,209.93,365.46,729.35,0.13
2021-06-06 09:00:00,2021-06-06 10:00:00,,,13.23,14.78,18.7,,18.04,0.53,29.97,0.82,2.25,0.28,0.39,0.68,34.01,39.23,0.59,234.81,467.38,729.25,0.13
2021-06-06 10:00:00,2021-06-06 11:00:00,46.26,47.45,9.19,11.51,13.55,,15.17,0.63,29.19,0.83,2.2,0.3,0.4,0.7,34.47,39.08,0.98,231.71,437.0,729.38,0.13
2021-06-06 11:00:00,2021-06-06 12:00:00,44.13,65.17,19.3,11.11,21.51,,13.87,0.18,24.36,0.82,2.25,0.29,0.4,0.73,36.18,36.4,0.88,238.12,691.85,729.75,0.17
2021-06-06 12:00:00,2021-06-06 13:00:00,29.99,88.62,15.86,8.27,17.36,,16.42,0.29,30.5,0.79,2.16,0.3,0.38,0.67,37.71,34.17,0.89,249.05,719.7,730.23,0.18
2021-06-06 13:00:00,2021-06-06 14:00:00,27.52,101.48,3.96,8.57,6.13,,17.21,1.23,31.68,0.79,2.18,0.29,0.39,0.69,39.19,30.55,0.82,298.03,734.3,730.72,0.15
2021-06-06 14:00:00,2021-06-06 15:00:00,24.94,134.3,10.77,8.76,13.56,,10.43,1.61,31.04,0.78,2.19,0.3,0.42,0.74,39.77,28.62,1.23,174.15,680.94,731.47,0.16
2021-06-06 15:00:00,2021-06-06 16:00:00,22.85,128.83,9.61,7.66,12.08,,8.32,0.47,31.71,0.82,2.16,0.3,0.42,0.68,40.41,27.06,0.85,260.82,595.19,732.23,0.16
2021-06-06 16:00:00,2021-06-06 17:00:00,22.42,133.15,17.58,9.67,19.5,,5.95,0.31,23.33,0.76,2.26,0.31,0.4,0.71,40.36,27.09,0.79,135.98,377.4,733.0,0.19
2021-06-06 17:00:00,2021-06-06 18:00:00,43.56,143.53,12.93,19.41,20.89,,7.19,0.21,36.55,0.82,2.2,0.29,0.37,0.7,40.29,27.46,0.36,101.29,204.15,733.2,0.25
2021-06-06 18:00:00,2021-06-06 19:00:00,38.67,153.62,7.18,16.25,12.98,,6.4,0.35,37.8,0.78,2.25,0.29,0.39,0.72,40.0,28.27,0.32,117.12,76.89,732.9,0.24
2021-06-06 19:00:00,2021-06-06 20:00:00,63.56,161.8,11.02,20.94,20.15,,3.84,0.58,19.26,0.8,2.33,0.3,0.4,0.68,38.78,30.05,0.34,231.4,13.57,732.65,0.23
2021-06-06 20:00:00,2021-06-06 21:00:00,70.93,162.45,12.75,16.88,19.42,,5.04,0.59,18.8,0.79,2.16,0.3,0.4,0.69,36.88,34.44,1.22,212.93,10.3,732.12,0.2
2021-06-06 21:00:00,2021-06-06 22:00:00,98.7,141.75,19.24,14.3,23.27,,3.75,0.62,21.25,0.78,2.22,0.3,0.41,0.7,35.29,38.16,1.26,216.7,11.34,731.73,0.12
2021-06-06 22:00:00,2021-06-06 23:00:00,93.98,94.9,15.11,13.32,19.26,,7.12,0.18,23.44,0.82,2.05,0.29,0.42,0.73,35.05,36.84,1.26,223.25,12.07,731.55,0.14
2021-06-06 23:00:00,2021-06-07 00:00:00,79.9,95.6,2.92,18.94,7.73,,,0.65,17.91,0.77,2.21,0.31,0.4,0.67,34.54,37.53,0.76,220.96,11.47,731.0,0.11
2021-06-07 00:00:00,2021-06-07 01:00:00,87.9,131.67,15.89,11.19,17.82,,10.68,0.37,26.16,0.76,2.24,0.31,0.4,0.74,33.9,38.22,0.69,235.84,12.56,731.47,0.13
2021-06-07 01:00:00,2021-06-07 02:00:00,,,16.8,34.34,31.8,,14.84,0.24,40.53,0.82,2.21,0.31,0.41,0.74,34.14,37.3,0.97,249.98,12.84,731.93,0.14
2021-06-07 02:00:00,2021-06-07 03:00:00,,,7.67,16.8,13.04,,14.19,0.51,50.95,0.79,2.17,0.29,0.39,0.73,33.98,36.44,1.12,245.84,12.69,732.17,0.12
2021-06-07 03:00:00,2021-06-07 04:00:00,35.58,61.4,9.43,11.21,13.75,,8.33,0.58,27.5,0.84,2.27,0.3,0.38,0.68,33.69,36.26,1.15,249.18,12.74,732.2,0.12
2021-06-07 04:00:00,2021-06-07 05:00:00,32.76,80.25,9.41,12.71,14.57,,7.07,0.84,26.88,0.81,2.16,0.3,0.4,0.69,33.38,37.19,1.76,261.66,12.74,731.9,0.11
2021-06-07 05:00:00,2021-06-07 06:00:00,40.98,62.4,11.38,14.41,16.64,,5.83,0.57,28.55,0.75,2.16,0.29,0.39,0.68,33.01,38.32,2.08,259.06,12.77,731.75,0.11
2021-06-07 06:00:00,2021-06-07 07:00:00,48.98,61.83,16.39,23.18,25.63,,13.41,0.36,19.98,0.81,2.43,0.32,0.41,0.73,32.73,41.0,1.46,255.54,50.45,731.13,0.14
2021-06-07 07:00:00,2021-06-07 08:00:00,63.56,72.6,8.93,14.81,13.26,,13.6,1.05,33.75,0.8,2.21,0.3,0.4,0.7,33.33,41.06,1.27,249.55,159.25,730.43,0.13
2021-06-07 08:00:00,2021-06-07 09:00:00,59.37,73.3,8.74,10.18,12.04,,8.47,1.9,24.2,0.79,2.17,0.3,0.39,0.72,34.58,39.34,1.22,253.26,380.97,729.93,0.11
2021-06-07 09:00:00,2021-06-07 10:00:00,35.05,56.42,11.99,12.35,16.4,,7.11,0.86,28.05,0.81,2.16,0.31,0.41,0.72,35.99,37.18,1.27,248.5,557.57,729.8,0.15
2021-06-07 10:00:00,2021-06-07 11:00:00,39.65,87.1,17.08,12.15,20.38,,7.68,0.42,22.99,0.81,2.27,0.3,0.41,0.73,37.14,35.08,1.37,256.07,697.59,730.1,0.16
2021-06-07 11:00:00,2021-06-07 12:00:00,43.19,87.3,19.75,11.02,21.71,,16.11,0.19,21.45,0.74,2.31,0.4,0.46,0.76,38.28,33.01,1.42,257.69,717.56,730.6,0.17
2021-06-07 12:00:00,2021-06-07 13:00:00,49.35,104.42,10.44,7.94,12.42,,15.57,0.49,21.39,0.59,2.84,0.6,0.5,0.92,39.26,31.61,1.52,268.78,758.03,731.0,0.18
2021-06-07 13:00:00,2021-06-07 14:00:00,45.87,93.1,8.0,10.75,11.64,,12.9,1.51,25.42,0.61,2.65,0.61,0.48,0.92,40.36,30.02,1.38,272.74,785.38,731.63,0.17
2021-06-07 14:00:00,2021-06-07 15:00:00,43.29,106.98,11.79,10.1,15.11,,12.02,1.34,24.77,0.61,2.83,0.6,0.51,0.91,41.04,28.68,1.3,280.97,699.96,732.38,0.26
2021-06-07 15:00:00,2021-06-07 16:00:00,40.09,128.57,9.76,9.77,13.25,,10.96,1.24,26.0,0.58,2.89,0.6,0.51,0.9,41.13,27.84,1.25,271.38,567.69,733.17,0.27
2021-06-07 16:00:00,2021-06-07 17:00:00,34.56,120.0,13.8,22.44,23.16,,10.25,0.65,26.93,0.6,2.84,0.6,0.51,0.91,41.34,27.3,1.51,261.84,441.27,733.75,0.28
2021-06-07 17:00:00,2021-06-07 18:00:00,45.56,127.95,12.16,17.82,19.44,,4.17,1.95,26.49,0.6,2.8,0.6,0.51,0.9,41.1,27.18,1.53,255.98,252.2,734.02,0.27
2021-06-07 18:00:00,2021-06-07 19:00:00,40.67,130.08,15.72,13.3,19.91,,7.02,0.88,31.98,0.62,2.84,0.58,0.53,0.89,40.62,27.66,1.49,248.0,90.96,733.9,0.18
2021-06-07 19:00:00,2021-06-07 20:00:00,65.56,130.6,15.76,17.64,22.23,,7.04,0.2,25.41,0.63,2.92,0.61,0.5,0.86,39.7,29.44,1.1,245.76,15.02,733.52,0.17
2021-06-07 20:00:00,2021-06-07 21:00:00,77.12,145.42,9.0,12.09,12.52,,6.25,0.4,19.43,0.56,2.76,0.62,0.51,0.88,39.02,30.89,1.22,242.52,11.68,733.15,0.13
2021-06-07 21:00:00,2021-06-07 22:00:00,73.44,138.22,13.95,17.72,20.54,,2.4,0.57,20.59,0.58,2.81,0.6,0.5,0.9,38.39,31.66,1.0,234.58,12.09,732.9,0.11
2021-06-07 22:00:00,2021-06-07 23:00:00,41.3,91.6,13.4,11.52,17.12,,5.01,0.39,24.18,0.58,2.79,0.59,0.5,0.91,37.91,32.17,1.14,243.25,12.48,732.58,0.08
2021-06-07 23:00:00,2021-06-08 00:00:00,24.28,111.13,24.3,16.53,28.02,,11.21,0.19,20.06,0.62,2.81,0.62,0.52,0.88,37.51,33.03,1.07,238.92,12.43,732.5,0.08
2021-06-08 00:00:00,2021-06-08 01:00:00,15.56,98.78,12.3,9.11,14.94,,8.4,0.28,14.71,0.59,2.83,0.57,0.49,0.91,36.79,34.49,0.98,235.44,12.52,732.9,0.07
2021-06-08 01:00:00,2021-06-08 02:00:00,12.74,94.57,12.66,10.8,15.0,,3.88,0.54,14.22,0.61,2.81,0.59,0.49,0.9,35.96,36.06,0.7,230.55,12.36,733.37,0.07
2021-06-08 02:00:00,2021-06-08 03:00:00,29.22,102.3,14.83,11.38,17.65,,3.48,1.38,15.62,0.6,2.89,0.6,0.5,0.87,35.39,36.98,0.97,232.91,13.12,733.8,0.08
2021-06-08 03:00:00,2021-06-08 04:00:00,15.09,100.55,15.59,19.38,23.0,,9.04,0.23,20.83,0.58,2.87,0.61,0.51,0.9,35.12,37.08,1.07,241.06,12.85,733.83,0.09
2021-06-08 04:00:00,2021-06-08 05:00:00,31.81,76.0,19.31,12.73,22.42,,10.37,0.32,18.54,0.61,2.74,0.57,0.51,0.92,34.85,37.78,1.22,247.68,12.82,733.35,0.08
2021-06-08 05:00:00,2021-06-08 06:00:00,30.37,89.8,14.72,12.82,18.87,,5.75,0.53,18.95,0.61,2.9,0.63,0.48,0.89,34.4,38.99,1.16,260.22,14.78,732.73,0.07
2021-06-08 06:00:00,2021-06-08 07:00:00,19.52,114.83,13.4,13.77,17.84,,6.13,0.77,12.67,0.6,2.96,0.61,0.51,0.89,34.0,40.11,1.11,248.7,44.6,732.15,0.07
2021-06-08 07:00:00,2021-06-08 08:00:00,42.78,117.9,10.83,9.49,12.77,,2.73,2.46,16.8,0.59,2.9,0.61,0.47,0.88,34.3,38.8,1.49,259.94,163.5,731.65,0.17
2021-06-08 08:00:00,2021-06-08 09:00:00,47.84,88.62,14.7,16.84,20.96,,4.34,1.19,17.02,0.65,2.92,0.6,0.51,0.92,34.96,37.9,1.45,268.49,390.7,731.33,0.18
2021-06-08 09:00:00,2021-06-08 10:00:00,39.4,,11.34,12.68,15.41,,8.12,0.61,21.67,0.6,2.84,0.57,0.49,0.9,35.57,37.41,1.82,249.0,574.66,731.2,0.18
2021-06-08 10:00:00,2021-06-08 11:00:00,1.61,,12.58,13.13,17.25,,,1.48,31.1,0.61,2.88,0.57,0.49,0.94,36.61,36.02,1.88,249.37,716.33,731.38,0.15
2021-06-08 11:00:00,2021-06-08 12:00:00,0.52,,13.78,13.45,18.44,,3.61,,48.47,0.59,2.74,0.59,0.49,0.88,37.58,33.98,2.06,242.9,739.12,731.68,0.14
2021-06-08 12:00:00,2021-06-08 13:00:00,47.06,99.9,12.66,14.61,17.88,,4.85,0.75,41.66,0.56,2.88,0.61,0.51,0.89,38.66,31.73,2.0,236.59,754.76,732.15,0.23
2021-06-08 13:00:00,2021-06-08 14:00:00,29.73,88.6,11.58,14.8,17.65,,7.61,0.22,31.84,1.0,2.33,0.4,0.68,0.67,39.54,30.25,1.94,242.36,796.21,732.85,0.28
2021-06-08 14:00:00,2021-06-08 15:00:00,17.7,57.45,,,,,9.66,0.58,43.38,0.98,2.32,0.41,0.72,0.71,40.38,28.68,1.84,246.51,736.04,733.55,0.22
2021-06-08 15:00:00,2021-06-08 16:00:00,21.79,37.23,,,,,3.19,2.01,54.71,0.99,2.3,0.41,0.69,0.71,40.88,27.85,2.0,248.9,624.85,734.15,0.2
2021-06-08 16:00:00,2021-06-08 17:00:00,21.86,53.6,,,,,3.98,2.02,60.44,1.0,2.29,0.4,0.69,0.67,41.21,27.46,1.73,252.31,463.89,734.77,0.19
2021-06-08 17:00:00,2021-06-08 18:00:00,29.71,78.2,16.79,11.64,19.88,,8.08,0.64,54.66,0.97,2.4,0.4,0.69,0.7,40.87,27.66,1.37,246.19,265.36,735.35,0.2
2021-06-08 18:00:00,2021-06-08 19:00:00,32.51,106.8,22.06,19.16,28.19,,11.56,0.27,32.54,1.01,2.38,0.41,0.69,0.69,39.89,28.45,1.54,242.56,82.68,735.4,0.19
2021-06-08 19:00:00,2021-06-08 20:00:00,29.73,112.4,15.0,15.3,19.94,,7.33,0.49,37.91,1.01,2.27,0.39,0.71,0.71,39.3,29.26,1.5,241.52,15.29,735.35,0.19
2021-06-08 20:00:00,2021-06-08 21:00:00,36.71,144.1,3.0,11.38,5.79,,4.91,1.72,37.34,0.99,2.23,0.39,0.7,0.73,38.84,30.28,1.35,239.64,11.86,734.77,0.11
2021-06-08 21:00:00,2021-06-08 22:00:00,61.27,135.8,9.37,10.39,13.32,,6.44,0.52,20.27,0.98,2.34,0.41,0.7,0.69,38.36,31.17,1.48,238.8,12.58,734.38,0.07
2021-06-08 22:00:00,2021-06-08 23:00:00,60.17,136.4,16.35,12.33,19.92,,6.72,0.37,16.96,1.02,2.33,0.42,0.69,0.69,37.76,31.89,1.21,238.67,12.37,734.35,0.09
2021-06-08 23:00:00,2021-06-09 00:00:00,68.4,112.8,34.91,9.63,33.22,,15.81,0.17,15.1,0.99,2.11,0.41,0.7,0.71,37.22,32.64,1.26,239.5,12.22,734.67,0.11
2021-06-09 00:00:00,2021-06-09 01:00:00,46.08,83.8,15.94,7.33,16.59,,16.86,0.32,13.86,1.01,2.27,0.4,0.7,0.69,36.78,33.87,1.63,239.71,11.99,734.98,0.11
2021-06-09 01:00:00,2021-06-09 02:00:00,41.51,108.8,1.64,8.16,2.97,,3.49,2.65,12.9,0.99,2.32,0.39,0.68,0.68,36.37,34.6,1.69,248.29,12.37,735.0,0.08
2021-06-09 02:00:00,2021-06-09 03:00:00,81.39,196.2,10.1,7.84,12.41,,4.11,2.43,14.23,1.0,2.31,0.42,0.69,0.68,35.6,35.84,1.67,246.23,12.01,735.33,0.08
2021-06-09 03:00:00,2021-06-09 04:00:00,96.39,256.3,14.6,6.93,15.58,,5.79,0.74,15.54,0.96,2.29,0.36,0.7,0.72,34.58,38.27,1.8,252.08,11.97,735.23,0.08
2021-06-09 04:00:00,2021-06-09 05:00:00,103.23,266.3,28.51,8.62,27.52,,9.53,0.3,14.83,1.02,2.29,0.39,0.7,0.73,33.71,39.55,1.68,261.16,11.56,734.88,0.11
2021-06-09 05:00:00,2021-06-09 06:00:00,63.85,221.1,18.22,9.59,19.81,,11.35,0.19,13.45,1.02,2.35,0.4,0.74,0.73,32.85,41.38,1.91,253.89,13.18,734.48,0.12
2021-06-09 06:00:00,2021-06-09 07:00:00,41.93,206.9,4.47,8.24,5.91,,8.88,0.82,14.5,0.99,2.38,0.4,0.71,0.72,32.39,43.76,1.83,263.76,43.32,733.55,0.09
2021-06-09 07:00:00,2021-06-09 08:00:00,73.02,179.4,10.1,9.64,13.16,,2.61,0.81,12.55,1.0,2.27,0.38,0.68,0.68,32.7,43.87,1.48,251.96,167.56,732.75,0.06
2021-06-09 08:00:00,2021-06-09 09:00:00,71.58,153.4,15.55,8.21,17.1,,2.63,0.85,15.13,1.01,2.32,0.43,0.7,0.68,33.39,42.28,1.92,227.98,411.04,732.77,0.05
2021-06-09 09:00:00,2021-06-09 10:00:00,78.23,114.2,29.06,7.57,27.25,,7.58,0.17,14.57,1.0,2.2,0.37,0.71,0.72,34.11,40.31,2.17,235.33,591.75,733.07,0.08
2021-06-09 10:00:00,2021-06-09 11:00:00,43.06,80.3,24.23,10.6,25.26,,14.15,0.17,14.3,1.02,2.36,0.4,0.74,0.7,35.38,37.12,2.05,227.91,714.34,733.2,0.08
2021-06-09 11:00:00,2021-06-09 12:00:00,26.13,86.6,6.52,14.26,10.28,,7.75,1.5,17.76,1.01,2.31,0.39,0.71,0.69,37.12,33.77,1.98,245.89,733.07,733.57,0.12
2021-06-09 12:00:00,2021-06-09 13:00:00,88.42,105.2,7.99,11.14,11.98,,3.93,1.97,31.74,1.01,2.22,0.39,0.7,0.72,38.44,31.87,1.8,247.38,769.87,733.97,0.23
2021-06-09 13:00:00,2021-06-09 14:00:00,59.43,98.5,17.06,11.41,19.95,,7.17,0.55,33.08,0.99,2.25,0.4,0.7,0.73,39.64,30.23,1.74,238.31,810.68,734.7,0.26
2021-06-09 14:00:00,2021-06-09 15:00:00,35.52,49.3,24.65,9.64,24.92,,8.46,0.4,29.38,0.99,2.31,0.4,0.7,0.7,40.52,27.73,1.87,250.52,755.19,735.42,0.27
2021-06-09 15:00:00,2021-06-09 16:00:00,22.0,35.52,16.05,9.42,18.09,,11.89,0.3,46.39,1.0,2.31,0.41,0.71,0.72,41.16,26.28,1.68,256.93,638.15,736.05,0.29
2021-06-09 16:00:00,2021-06-09 17:00:00,23.3,70.6,9.83,19.34,16.4,,10.86,0.63,47.59,1.0,2.38,0.4,0.67,0.74,41.27,25.95,1.93,267.17,479.48,736.48,0.23
2021-06-09 17:00:00,2021-06-09 18:00:00,27.93,96.6,6.18,17.62,13.39,,4.32,2.17,40.73,1.21,2.94,0.6,0.49,0.99,41.27,25.6,1.53,250.95,283.44,736.62,0.17
2021-06-09 18:00:00,2021-06-09 19:00:00,25.46,96.9,7.95,16.31,15.26,,4.24,1.5,42.16,1.21,2.93,0.61,0.49,0.99,40.49,26.58,1.62,244.41,95.21,736.78,0.16
2021-06-09 19:00:00,2021-06-09 20:00:00,31.36,107.2,19.45,19.32,26.03,,8.3,0.28,34.7,1.21,2.97,0.62,0.51,0.97,39.44,28.12,1.5,238.64,15.03,736.85,0.1
2021-06-09 20:00:00,2021-06-09 21:00:00,44.46,123.9,20.75,20.26,27.57,,12.89,0.23,36.52,1.23,2.97,0.6,0.5,0.99,38.72,29.86,1.48,244.65,11.09,736.5,0.1
2021-06-09 21:00:00,2021-06-09 22:00:00,40.1,123.9,10.22,20.41,17.23,,7.35,0.83,21.43,1.19,2.96,0.61,0.51,0.97,38.19,30.61,1.25,238.55,11.79,735.98,0.15
2021-06-09 22:00:00,2021-06-09 23:00:00,54.86,134.2,9.19,15.1,13.7,,4.12,1.38,13.57,1.21,2.89,0.58,0.48,1.03,37.82,31.1,1.31,243.71,12.64,735.2,0.15
2021-06-09 23:00:00,2021-06-10 00:00:00,65.54,144.5,12.18,15.93,18.34,,7.48,0.54,9.05,1.2,3.01,0.58,0.49,1.01,37.41,31.9,1.52,246.29,12.58,735.07,0.16
2021-06-10 00:00:00,2021-06-10 01:00:00,54.04,173.93,17.73,12.74,21.21,,7.25,0.42,9.14,1.2,2.99,0.62,0.53,1.0,36.61,33.4,1.4,244.19,12.01,735.4,0.17
2021-06-10 01:00:00,2021-06-10 02:00:00,96.74,181.08,26.12,27.26,35.52,,12.51,0.17,10.79,1.18,2.91,0.61,0.51,1.03,35.73,35.22,1.65,246.91,11.48,735.7,0.19
2021-06-10 02:00:00,2021-06-10 03:00:00,53.04,183.7,14.32,41.95,32.95,,12.86,0.46,9.81,1.21,2.9,0.61,0.48,0.99,34.79,37.02,1.46,249.7,11.33,735.52,0.19
2021-06-10 03:00:00,2021-06-10 04:00:00,34.28,180.6,4.71,16.45,9.61,,4.48,2.65,10.09,1.23,2.86,0.6,0.51,0.99,33.97,39.35,1.38,247.77,11.86,735.23,0.15
2021-06-10 04:00:00,2021-06-10 05:00:00,76.19,176.7,13.84,15.86,19.74,,4.74,1.83,7.76,1.18,2.91,0.61,0.5,0.97,33.27,41.68,1.12,251.32,12.05,735.33,0.17
2021-06-10 05:00:00,2021-06-10 06:00:00,70.11,138.6,13.25,18.54,20.67,,6.89,0.49,8.75,1.17,2.84,0.58,0.52,1.0,32.73,43.19,1.41,259.24,14.15,735.2,0.17
2021-06-10 06:00:00,2021-06-10 07:00:00,56.45,118.25,28.16,14.31,30.27,,8.76,0.32,9.98,1.23,3.08,0.62,0.51,0.98,32.34,44.22,1.3,238.53,42.24,735.05,0.19
2021-06-10 07:00:00,2021-06-10 08:00:00,29.05,124.07,16.26,12.33,19.8,,10.62,0.45,10.63,1.2,2.9,0.62,0.49,1.02,32.61,44.11,1.45,241.97,167.11,734.62,0.19
2021-06-10 08:00:00,2021-06-10 09:00:00,40.04,105.65,3.2,13.38,7.45,,9.19,1.02,9.29,1.22,2.89,0.59,0.49,1.03,33.42,42.8,1.59,247.44,413.17,734.1,0.15
2021-06-10 09:00:00,2021-06-10 10:00:00,42.71,117.35,16.37,13.51,20.53,,4.23,0.37,23.46,1.19,2.94,0.58,0.54,1.0,34.47,40.55,1.64,243.63,589.87,733.93,0.1
2021-06-10 10:00:00,2021-06-10 11:00:00,50.0,95.5,10.76,14.25,16.27,,4.21,0.43,28.87,1.16,2.88,0.61,0.52,1.02,35.59,37.8,1.71,243.06,735.45,734.1,0.09
2021-06-10 11:00:00,2021-06-10 12:00:00,29.79,82.3,27.42,15.45,30.38,,5.83,0.27,37.58,1.16,2.89,0.6,0.51,0.97,36.77,34.97,2.0,237.18,738.11,734.48,0.15
2021-06-10 12:00:00,2021-06-10 13:00:00,29.17,84.7,16.9,18.96,23.81,,8.05,0.24,39.69,1.19,2.94,0.6,0.49,1.03,38.19,32.1,1.74,236.78,782.58,734.88,0.23
2021-06-10 13:00:00,2021-06-10 14:00:00,27.08,84.6,7.35,17.74,12.42,,4.07,1.6,36.21,1.19,2.79,0.59,0.46,0.98,39.35,30.33,1.93,242.47,816.02,735.38,0.21
2021-06-10 14:00:00,2021-06-10 15:00:00,27.83,42.3,10.78,15.49,16.92,,3.5,2.11,37.64,1.21,2.94,0.64,0.5,0.98,40.39,28.28,1.74,235.01,759.12,736.02,0.2
2021-06-10 15:00:00,2021-06-10 16:00:00,34.46,69.8,11.17,15.69,17.52,,7.08,0.5,37.85,1.19,2.88,0.59,0.51,0.99,40.85,27.45,1.79,237.68,646.66,736.77,0.17
2021-06-10 16:00:00,2021-06-10 17:00:00,35.63,74.0,24.35,16.78,28.63,,5.81,0.36,38.4,1.21,2.95,0.6,0.51,1.0,41.3,26.73,1.78,248.04,482.34,737.5,0.28
2021-06-10 17:00:00,2021-06-10 18:00:00,28.17,79.8,16.97,16.43,22.54,,9.38,0.27,39.16,1.2,2.88,0.6,0.49,1.0,40.91,26.83,1.71,252.56,287.42,737.85,0.17
2021-06-10 18:00:00,2021-06-10 19:00:00,20.28,80.0,10.74,35.66,22.87,,9.02,0.46,53.75,1.19,2.94,0.61,0.51,1.01,40.33,26.87,1.71,261.21,98.13,737.83,0.14
2021-06-10 19:00:00,2021-06-10 20:00:00,16.1,115.4,5.69,25.42,16.91,,2.84,1.34,38.36,1.2,2.93,0.59,0.48,1.02,39.53,27.82,1.89,256.25,16.15,737.45,0.12
2021-06-10 20:00:00,2021-06-10 21:00:00,47.98,140.4,13.59,21.17,22.32,,3.68,1.08,32.09,1.19,2.88,0.59,0.5,0.96,38.77,29.14,1.48,245.65,11.54,737.0,0.08
2021-06-10 21:00:00,2021-06-10 22:00:00,70.43,152.5,14.2,17.9,21.09,,5.23,0.24,32.49,1.21,2.9,0.58,0.52,1.01,38.22,29.91,1.39,235.74,11.91,736.4,0.1
2021-06-10 22:00:00,2021-06-10 23:00:00,50.16,121.7,16.44,24.08,26.13,,9.14,0.29,19.74,1.19,2.85,0.61,0.5,1.0,37.75,30.53,1.13,237.26,12.04,735.83,0.09
2021-06-10 23:00:00,2021-06-11 00:00:00,55.12,104.6,10.83,24.63,21.36,,5.01,0.75,21.31,1.22,2.97,0.57,0.52,1.01,37.36,31.29,1.09,239.77,12.32,735.53,0.08
2021-06-11 00:00:00,2021-06-11 01:00:00,70.04,95.8,7.78,14.01,13.02,,4.34,1.55,17.51,1.21,2.98,0.6,0.51,1.0,36.71,32.72,1.13,239.35,12.4,735.6,0.07
2021-06-11 01:00:00,2021-06-11 02:00:00,55.56,124.2,8.72,17.07,16.22,,8.04,0.47,16.3,1.18,2.86,0.6,0.5,0.98,36.04,34.38,1.18,242.5,12.78,735.6,0.07
2021-06-11 02:00:00,2021-06-11 03:00:00,74.98,119.4,15.64,14.68,20.55,,8.06,0.44,12.8,1.18,2.87,0.59,0.5,1.0,35.19,37.13,1.35,259.75,12.06,735.73,0.08
