From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C)
2021-05-17 20:00:00,2021-05-17 21:00:00,77.33,261.57,2.81,78.51,43.87,44.97,20.48,0.1,12.36,5.23,28.23,23.69,,,31.6,24.74,1.04,192.14,50.43,742.2,0.04,,
2021-05-17 21:00:00,2021-05-17 22:00:00,45.45,209.11,2.79,33.05,19.48,44.98,19.15,0.51,,0.5,14.94,11.36,,,31.2,29.64,1.32,194.66,50.3,742.69,0.03,,
2021-05-17 22:00:00,2021-05-17 23:00:00,31.29,113.52,5.94,27.44,19.33,44.99,16.15,3.12,,0.5,2.57,1.96,,,30.53,34.48,1.13,190.13,50.32,742.95,0.05,,
2021-05-17 23:00:00,2021-05-18 00:00:00,60.29,82.43,4.92,22.79,16.02,44.98,12.67,3.46,55.85,0.5,0.0,,,,30.0,39.43,1.28,192.78,50.43,743.12,0.04,,
2021-05-18 00:00:00,2021-05-18 01:00:00,41.73,69.27,5.46,12.79,11.17,45.23,10.4,2.72,45.99,0.5,0.0,,,,29.16,37.84,1.12,197.46,50.85,742.97,0.05,,
2021-05-18 01:00:00,2021-05-18 02:00:00,30.82,57.0,6.3,14.09,12.54,45.03,10.57,0.91,45.96,0.5,0.0,,,,28.98,31.94,0.81,200.23,51.25,742.67,0.04,,
2021-05-18 02:00:00,2021-05-18 03:00:00,28.86,37.06,5.51,17.88,13.91,45.08,11.7,0.94,39.06,0.5,0.0,,,,28.63,32.04,0.6,192.5,51.5,742.48,0.05,,
2021-05-18 03:00:00,2021-05-18 04:00:00,26.58,36.55,4.6,21.4,15.05,44.95,13.12,1.1,47.79,0.5,0.0,,,,28.38,33.09,0.74,177.7,51.77,742.5,0.04,,
2021-05-18 04:00:00,2021-05-18 05:00:00,19.11,37.68,4.51,13.5,10.79,45.17,14.62,1.2,49.38,0.5,0.0,,,,28.14,35.7,1.13,167.72,51.95,742.41,0.06,,
2021-05-18 05:00:00,2021-05-18 06:00:00,,,3.08,14.11,9.97,45.25,15.95,0.84,42.77,0.5,0.0,,,,27.57,38.4,0.94,181.44,53.45,742.71,0.05,,
2021-05-18 06:00:00,2021-05-18 07:00:00,30.91,50.39,4.76,18.37,13.57,45.03,17.4,1.13,39.85,0.5,0.0,,,,27.23,41.21,1.09,178.67,73.47,743.19,0.06,,
2021-05-18 07:00:00,2021-05-18 08:00:00,23.44,54.53,5.87,17.65,14.09,44.91,19.12,1.12,24.09,0.5,0.0,,,,27.4,42.04,1.29,184.96,94.12,743.34,0.05,,
2021-05-18 08:00:00,2021-05-18 09:00:00,25.35,59.9,5.94,18.65,14.68,59.45,20.3,1.19,20.68,0.5,0.51,,,,27.87,42.15,1.07,195.75,138.6,743.57,0.06,,
2021-05-18 09:00:00,2021-05-18 10:00:00,21.4,62.77,6.07,22.55,16.85,60.83,20.85,0.66,26.19,0.5,1.76,,,,28.81,39.45,0.75,197.4,129.65,744.02,0.04,,
2021-05-18 10:00:00,2021-05-18 11:00:00,21.84,64.16,3.43,23.09,14.99,60.2,20.85,0.23,49.87,0.5,3.24,,,,28.66,39.41,0.99,192.01,106.95,744.51,0.05,,
2021-05-18 11:00:00,2021-05-18 12:00:00,44.92,93.37,2.92,22.67,14.36,60.59,14.75,0.11,50.47,0.5,0.0,,,,28.27,41.82,1.26,189.65,101.05,744.81,0.04,,
2021-05-18 12:00:00,2021-05-18 13:00:00,32.6,89.54,6.69,21.09,16.57,60.1,9.6,0.11,41.28,0.5,0.0,,,,27.64,45.84,1.74,188.45,142.58,744.99,0.06,,
2021-05-18 13:00:00,2021-05-18 14:00:00,25.59,75.67,6.5,22.62,17.23,59.89,9.65,0.73,45.56,0.5,0.0,,,,25.81,57.4,1.75,191.73,194.95,744.88,0.05,,
2021-05-18 14:00:00,2021-05-18 15:00:00,31.57,67.97,5.92,21.02,15.92,60.51,10.78,0.99,43.56,0.5,0.0,,,,25.13,56.6,1.59,192.01,127.97,744.52,0.07,,
2021-05-18 15:00:00,2021-05-18 16:00:00,27.22,56.2,4.19,19.73,13.78,59.69,11.5,1.28,66.26,0.5,0.0,,,,25.14,53.42,1.5,181.1,96.32,743.74,0.07,,
2021-05-18 16:00:00,2021-05-18 17:00:00,19.29,60.57,4.18,14.67,11.15,59.57,11.3,1.37,82.62,0.5,0.0,,,,25.39,49.35,0.9,158.31,79.98,743.27,0.07,,
2021-05-18 17:00:00,2021-05-18 18:00:00,38.09,61.24,4.21,22.3,15.24,59.67,11.4,0.88,57.93,0.5,2.31,,,,25.52,47.99,0.54,126.89,65.72,743.12,0.06,,
2021-05-18 18:00:00,2021-05-18 19:00:00,35.5,66.94,2.65,32.41,19.29,59.94,12.48,0.41,47.06,0.5,9.18,,,,25.44,48.46,0.42,60.23,57.55,743.04,0.06,,
2021-05-18 19:00:00,2021-05-18 20:00:00,33.43,74.86,2.9,36.34,21.39,60.4,9.15,0.27,50.94,0.5,12.27,,,,25.33,51.26,0.71,31.84,53.25,743.16,0.06,,
2021-05-18 20:00:00,2021-05-18 21:00:00,49.37,80.62,2.13,31.83,18.39,59.91,6.85,0.19,69.65,0.5,14.47,,,,25.23,53.85,0.9,91.23,53.2,743.1,0.06,,
2021-05-18 21:00:00,2021-05-18 22:00:00,36.8,95.4,2.37,40.64,23.32,60.64,5.1,0.9,25.82,0.5,17.12,,,,24.8,59.34,0.89,98.48,53.42,743.91,0.06,,
2021-05-18 22:00:00,2021-05-18 23:00:00,24.74,98.45,7.5,44.8,30.78,59.89,2.63,1.4,45.06,0.5,28.43,4.78,,,24.04,67.33,0.68,75.38,53.87,744.07,0.06,,
2021-05-18 23:00:00,2021-05-19 00:00:00,28.76,106.1,8.26,39.78,27.77,60.48,3.3,0.97,60.63,0.5,22.96,,,,23.76,67.78,0.72,62.18,54.0,743.52,0.07,,
2021-05-19 00:00:00,2021-05-19 01:00:00,22.6,100.92,5.99,30.92,20.99,60.44,6.57,0.8,27.98,0.5,12.32,,,,24.02,66.13,0.79,167.6,54.02,742.76,0.06,,
2021-05-19 01:00:00,2021-05-19 02:00:00,20.06,85.66,7.52,30.38,22.17,60.15,9.3,1.1,36.78,0.5,8.05,,,,23.94,66.57,0.33,106.17,54.02,742.52,0.07,,
2021-05-19 02:00:00,2021-05-19 03:00:00,22.15,80.01,5.58,24.23,17.35,59.98,11.85,1.58,47.74,0.5,6.83,,,,24.31,63.52,0.58,120.43,54.0,742.59,0.06,,
2021-05-19 03:00:00,2021-05-19 04:00:00,19.9,84.03,5.45,21.86,15.99,60.34,14.18,1.45,36.41,0.5,7.37,,,,23.81,66.29,0.87,155.37,54.18,743.29,0.07,,
2021-05-19 04:00:00,2021-05-19 05:00:00,20.57,72.95,5.29,21.42,15.63,59.78,16.15,1.42,31.75,0.5,3.33,,,,22.64,69.95,0.74,100.82,54.95,743.16,0.07,,
2021-05-19 05:00:00,2021-05-19 06:00:00,19.32,58.95,5.06,24.05,16.84,60.03,17.8,0.95,39.45,0.5,6.68,,,,22.65,68.16,0.93,114.58,59.55,743.23,0.08,,
2021-05-19 06:00:00,2021-05-19 07:00:00,16.56,54.83,5.05,23.46,16.52,60.0,17.73,1.14,48.06,0.5,6.84,,,,22.52,73.14,0.96,148.72,70.08,743.49,0.07,,
2021-05-19 07:00:00,2021-05-19 08:00:00,18.94,57.41,5.16,25.39,17.63,60.44,15.38,0.6,36.28,0.5,6.2,,,,22.07,77.49,0.58,110.22,88.38,744.0,0.08,,
2021-05-19 08:00:00,2021-05-19 09:00:00,20.3,48.6,5.64,31.94,21.46,60.13,12.52,0.17,27.44,0.5,1.95,,,,22.1,77.58,0.9,99.53,120.85,744.02,0.07,,
2021-05-19 09:00:00,2021-05-19 10:00:00,18.86,51.0,4.99,27.69,18.63,59.78,10.78,0.8,44.93,0.5,7.77,,,,22.5,74.74,1.03,95.91,196.6,743.81,0.08,,
2021-05-19 10:00:00,2021-05-19 11:00:00,19.74,50.54,9.06,27.17,21.7,60.19,8.5,0.88,42.26,0.5,10.38,,,,22.49,75.7,1.0,85.1,147.82,743.92,0.07,,
2021-05-19 11:00:00,2021-05-19 12:00:00,44.41,52.24,6.16,23.57,17.4,59.84,9.03,0.67,35.28,0.5,17.39,,,,21.9,81.51,1.23,72.08,202.32,743.81,0.07,,
2021-05-19 12:00:00,2021-05-19 13:00:00,36.59,57.55,5.2,18.15,13.74,60.1,10.25,0.74,30.49,0.5,18.75,,,,21.3,85.55,1.24,50.59,140.25,743.59,0.08,,
2021-05-19 13:00:00,2021-05-19 14:00:00,44.78,49.17,6.84,22.02,17.18,60.16,11.55,0.67,34.38,0.5,6.01,,,,20.94,87.82,1.42,43.12,110.98,742.91,0.07,,
2021-05-19 14:00:00,2021-05-19 15:00:00,29.56,51.28,8.04,27.33,20.96,60.46,10.93,1.77,30.07,0.5,1.5,,,,20.43,91.02,1.66,18.5,86.7,742.26,0.08,,
2021-05-19 15:00:00,2021-05-19 16:00:00,26.03,47.0,8.97,17.81,16.66,60.31,12.55,4.8,39.89,0.5,6.6,,,,20.24,93.4,1.68,18.5,79.07,741.83,0.08,,
2021-05-19 16:00:00,2021-05-19 17:00:00,22.26,45.13,5.12,14.5,11.81,60.06,13.62,5.15,43.58,0.5,7.16,,,,20.16,94.8,2.21,25.07,89.3,741.26,0.08,,
2021-05-19 17:00:00,2021-05-19 18:00:00,18.84,47.14,4.37,10.87,9.24,60.3,11.1,0.66,37.49,0.5,4.85,,,,20.11,95.81,1.98,22.07,68.22,740.89,0.08,,
2021-05-19 18:00:00,2021-05-19 19:00:00,16.21,47.02,5.5,10.58,10.03,59.67,9.55,0.55,33.66,0.5,0.0,,,,20.12,96.59,1.8,9.89,60.02,741.0,0.09,,
2021-05-19 19:00:00,2021-05-19 20:00:00,15.89,36.18,4.49,11.79,9.79,59.66,9.4,0.27,33.68,0.5,1.43,,,,20.04,98.06,1.54,10.22,56.33,741.06,0.08,,
2021-05-19 20:00:00,2021-05-19 21:00:00,25.54,38.46,5.33,10.99,10.06,60.02,7.03,0.36,28.78,0.5,0.0,,,,20.09,98.82,1.48,8.31,56.28,741.45,0.09,,
2021-05-19 21:00:00,2021-05-19 22:00:00,20.59,33.59,9.66,15.26,15.84,59.94,8.03,0.79,35.76,0.5,0.0,,,,20.22,99.66,1.72,95.03,56.2,741.88,0.08,,
2021-05-19 22:00:00,2021-05-19 23:00:00,21.86,30.31,4.83,8.1,8.18,60.14,8.97,0.81,33.02,0.5,0.0,,,,20.19,99.84,2.34,96.55,56.28,741.64,0.09,,
2021-05-19 23:00:00,2021-05-20 00:00:00,20.98,32.77,9.18,12.73,15.29,60.46,7.93,0.79,27.14,0.5,0.0,,,,20.24,,1.92,10.6,56.23,741.6,0.07,,
2021-05-20 00:00:00,2021-05-20 01:00:00,21.77,25.68,4.75,6.21,7.09,59.63,6.25,0.57,25.67,0.5,0.0,,,,20.25,,1.59,92.71,56.2,741.38,0.09,,
2021-05-20 01:00:00,2021-05-20 02:00:00,20.09,23.45,7.5,8.92,10.7,59.89,5.18,1.01,13.5,0.5,0.0,,,,20.33,,1.57,4.8,56.1,741.19,0.08,,
2021-05-20 02:00:00,2021-05-20 03:00:00,,,4.97,7.5,7.89,60.28,3.12,1.41,46.37,0.5,4.74,,,,20.24,,1.89,14.69,56.15,740.46,0.09,,
2021-05-20 03:00:00,2021-05-20 04:00:00,,,5.68,5.71,7.21,59.58,3.1,1.54,50.38,0.5,5.78,,,,19.98,,1.85,12.23,56.2,739.78,0.08,,
2021-05-20 04:00:00,2021-05-20 05:00:00,,,4.29,6.79,6.84,59.98,2.95,1.41,66.98,0.5,5.78,,,,19.89,,2.0,20.51,56.33,739.8,0.1,,
2021-05-20 05:00:00,2021-05-20 06:00:00,19.56,22.03,5.99,12.31,11.31,60.42,2.07,0.79,81.24,0.5,5.78,,,,19.85,,1.78,181.11,57.88,740.16,0.09,,
2021-05-20 06:00:00,2021-05-20 07:00:00,10.75,22.51,6.03,13.47,11.99,59.85,1.5,0.6,60.56,0.5,5.78,,,,19.96,,1.22,350.09,73.93,741.07,0.1,,
2021-05-20 07:00:00,2021-05-20 08:00:00,9.14,19.23,9.36,19.48,17.73,60.04,1.25,0.63,58.69,0.5,5.78,,,,20.15,,1.29,355.35,134.25,742.82,0.08,,
2021-05-20 08:00:00,2021-05-20 09:00:00,6.24,16.61,5.26,13.76,11.52,60.0,1.23,0.77,46.58,0.5,5.78,,,,20.92,,0.95,350.67,461.85,748.44,0.08,,
2021-05-20 09:00:00,2021-05-20 10:00:00,10.22,25.2,12.24,14.69,17.6,59.7,3.95,0.76,42.35,0.5,1.84,,,,21.77,98.54,0.93,263.96,384.73,743.81,0.07,,
2021-05-20 10:00:00,2021-05-20 11:00:00,8.41,25.2,7.05,10.66,11.31,60.07,10.38,1.0,38.88,0.5,12.75,,,,24.09,82.35,1.3,352.64,464.83,741.84,0.06,,
2021-05-20 11:00:00,2021-05-20 12:00:00,7.29,26.59,5.66,14.66,12.32,59.61,11.88,0.81,48.25,0.5,18.2,,,6.03,26.02,66.58,1.01,348.56,397.15,741.73,0.06,,
2021-05-20 12:00:00,2021-05-20 13:00:00,,39.54,8.16,19.53,16.91,59.82,12.12,1.0,52.37,0.5,19.9,,,18.25,26.73,63.55,0.92,347.55,331.35,741.71,0.06,,
2021-05-20 13:00:00,2021-05-20 14:00:00,,60.73,5.72,11.11,10.49,59.94,13.95,0.96,51.65,0.5,11.18,,,15.21,27.78,60.02,0.81,335.44,406.43,741.24,0.05,,
2021-05-20 14:00:00,2021-05-20 15:00:00,7.93,70.64,6.79,12.91,12.29,60.55,14.77,0.97,54.0,0.5,7.85,,,,28.68,56.16,0.65,314.27,331.95,740.76,0.04,,
2021-05-20 15:00:00,2021-05-20 16:00:00,5.49,74.61,6.23,15.91,13.44,60.4,14.77,0.82,50.36,0.5,6.19,,,5.92,29.2,53.74,0.87,289.06,232.75,740.25,0.04,,
2021-05-20 16:00:00,2021-05-20 17:00:00,26.1,79.03,4.79,15.45,12.05,59.77,11.05,0.72,49.97,0.5,7.92,,,,29.81,48.91,0.88,276.11,166.0,740.08,0.04,,
2021-05-20 17:00:00,2021-05-20 18:00:00,17.65,78.22,4.86,13.21,10.67,59.59,8.7,0.99,52.34,0.5,4.94,,,,29.76,48.77,0.81,256.48,92.3,740.08,0.06,,
2021-05-20 18:00:00,2021-05-20 19:00:00,11.12,83.12,4.45,26.33,17.56,59.55,7.7,0.71,34.8,0.86,8.62,1.1,,,28.66,55.07,0.35,174.6,65.03,740.48,0.06,,
2021-05-20 19:00:00,2021-05-20 20:00:00,45.89,103.49,4.89,44.08,26.75,60.08,4.77,3.86,55.68,9.9,42.29,12.32,20.37,9.12,26.96,66.59,0.32,114.67,53.05,740.92,0.07,,
2021-05-20 20:00:00,2021-05-20 21:00:00,26.37,144.57,5.29,58.74,35.38,60.55,2.48,7.56,41.03,12.59,51.34,16.75,29.07,16.11,26.37,69.97,0.54,111.49,53.17,741.41,0.07,,
2021-05-20 21:00:00,2021-05-20 22:00:00,32.05,175.21,6.6,45.91,29.57,59.6,3.1,0.61,,12.51,46.04,9.08,29.13,14.15,25.67,73.88,0.61,107.07,53.25,741.84,0.07,,
2021-05-20 22:00:00,2021-05-20 23:00:00,43.59,162.05,8.25,38.75,27.22,60.35,4.72,0.68,52.2,9.02,39.59,10.05,19.81,9.62,25.03,74.65,0.5,116.48,53.38,742.03,0.07,,
2021-05-20 23:00:00,2021-05-21 00:00:00,23.78,129.41,8.67,36.85,26.4,59.9,6.03,0.16,53.97,1.78,27.88,4.13,,,24.7,75.91,0.66,140.24,53.57,742.1,0.08,,
2021-05-21 00:00:00,2021-05-21 01:00:00,36.54,113.09,6.88,27.7,20.24,60.13,8.53,0.1,28.43,0.5,19.58,2.03,,,24.17,77.77,0.91,117.29,53.85,741.77,0.07,,
2021-05-21 01:00:00,2021-05-21 02:00:00,22.41,97.35,6.98,24.79,18.78,60.36,11.65,0.95,27.83,0.5,7.43,1.25,,,23.78,78.45,0.82,123.22,54.17,741.47,0.08,,
2021-05-21 02:00:00,2021-05-21 03:00:00,40.54,82.81,5.67,20.55,15.47,59.52,14.05,1.03,34.17,0.5,10.07,,,,23.46,78.11,0.66,143.24,54.3,741.49,0.07,,
2021-05-21 03:00:00,2021-05-21 04:00:00,29.27,74.8,6.38,18.02,14.69,60.08,15.95,1.27,48.96,0.5,9.87,,,,23.09,79.26,0.6,130.5,54.48,741.64,0.09,,
2021-05-21 04:00:00,2021-05-21 05:00:00,27.39,52.91,5.17,15.71,12.49,60.0,17.2,1.16,37.5,0.5,8.67,,,,22.98,80.12,0.83,133.69,54.7,741.77,0.08,,
2021-05-21 05:00:00,2021-05-21 06:00:00,15.21,53.67,5.69,17.35,13.78,60.19,17.9,1.12,43.83,0.5,6.04,,,,22.78,81.78,1.09,237.66,56.83,742.48,0.09,,
2021-05-21 06:00:00,2021-05-21 07:00:00,22.93,66.65,5.59,10.76,10.2,59.82,18.75,1.02,51.46,0.5,2.59,,,,21.11,86.66,2.23,269.59,76.7,744.67,0.07,,
2021-05-21 07:00:00,2021-05-21 08:00:00,14.97,54.3,6.36,17.14,14.2,59.59,18.5,0.88,46.66,0.5,1.95,,,,20.66,90.95,1.45,256.36,80.32,745.89,0.09,,
2021-05-21 08:00:00,2021-05-21 09:00:00,10.26,48.94,4.41,14.25,11.07,59.85,17.9,1.32,53.52,0.5,6.22,,,,20.21,95.69,1.46,118.16,79.7,745.48,0.09,,
2021-05-21 09:00:00,2021-05-21 10:00:00,6.25,47.8,4.32,22.97,15.68,60.59,15.15,0.32,39.75,0.5,6.26,,,,19.93,97.15,1.99,163.38,115.7,744.58,0.1,,
2021-05-21 10:00:00,2021-05-21 11:00:00,8.05,35.37,9.53,17.45,16.91,52.84,11.8,0.12,47.39,0.49,2.85,,,,21.81,92.62,1.25,126.19,624.1,744.3,-0.08,,
2021-05-21 11:00:00,2021-05-21 12:00:00,15.25,35.08,9.86,17.12,16.99,39.58,13.95,0.41,44.47,0.5,0.47,,,,24.31,76.34,1.01,144.1,472.12,,-0.33,,
2021-05-21 12:00:00,2021-05-21 13:00:00,13.51,35.45,5.03,13.72,11.31,39.91,13.85,0.44,44.04,0.5,3.22,,,,27.79,57.13,0.57,166.6,583.82,,-0.34,,
2021-05-21 13:00:00,2021-05-21 14:00:00,15.38,40.81,6.22,13.59,12.2,40.39,11.12,1.49,38.96,0.5,2.63,,,,30.11,46.14,0.5,112.98,537.2,,-0.36,,
2021-05-21 14:00:00,2021-05-21 15:00:00,15.63,33.85,6.28,19.17,15.22,40.0,9.62,1.18,46.76,0.5,0.9,,,,30.79,45.67,0.67,85.49,439.18,,-0.37,,
2021-05-21 15:00:00,2021-05-21 16:00:00,14.25,46.05,4.02,22.98,15.43,40.16,8.65,1.32,58.79,0.5,14.05,,,,30.52,46.98,1.07,104.15,291.8,,-0.39,,
2021-05-21 16:00:00,2021-05-21 17:00:00,30.29,56.07,4.25,21.65,14.9,40.23,7.67,1.35,63.39,0.5,15.81,,,,29.89,51.38,1.06,98.43,127.15,,-0.36,,
2021-05-21 17:00:00,2021-05-21 18:00:00,20.47,69.71,5.89,22.04,16.43,40.62,7.03,0.94,51.43,0.5,17.93,,,,28.76,57.74,1.14,98.28,90.27,,-0.35,,
2021-05-21 18:00:00,2021-05-21 19:00:00,15.82,78.98,5.13,21.09,15.3,40.31,7.5,0.92,46.94,0.5,17.79,,,,27.72,61.59,0.96,119.72,63.65,,-0.33,,
2021-05-21 19:00:00,2021-05-21 20:00:00,27.46,76.22,3.01,28.47,17.14,39.85,6.78,1.17,51.4,0.5,20.12,6.5,,,26.7,65.74,0.7,120.16,52.65,,-0.34,,
2021-05-21 20:00:00,2021-05-21 21:00:00,31.5,78.98,4.6,46.69,28.37,39.82,3.55,2.0,53.61,0.5,23.05,12.72,,,26.08,68.93,0.8,118.44,52.73,,-0.33,,
2021-05-21 21:00:00,2021-05-21 22:00:00,49.34,86.62,7.45,40.84,27.68,39.98,1.55,0.93,67.73,0.5,23.09,11.85,,,25.64,71.86,0.59,127.17,52.95,,-0.33,,
2021-05-21 22:00:00,2021-05-21 23:00:00,28.51,84.7,7.92,36.92,25.98,39.91,2.9,0.82,37.66,0.5,18.96,10.16,,,25.26,75.15,0.68,124.67,53.17,,-0.32,,
2021-05-21 23:00:00,2021-05-22 00:00:00,36.66,86.73,7.49,29.6,21.74,40.63,5.7,0.41,28.45,0.5,12.14,6.21,,,25.1,75.06,1.0,139.43,53.23,,-0.33,,
2021-05-22 00:00:00,2021-05-22 01:00:00,21.97,74.22,6.02,22.0,16.52,40.3,8.25,0.21,46.81,0.5,10.45,,,,25.04,73.71,0.75,147.77,53.35,,-0.32,,
2021-05-22 01:00:00,2021-05-22 02:00:00,19.12,63.47,6.96,15.41,13.77,40.38,10.25,0.71,48.72,0.5,9.28,,,,22.51,78.29,1.77,292.27,54.17,,-0.32,,
2021-05-22 02:00:00,2021-05-22 03:00:00,15.09,58.54,3.99,5.4,6.06,40.2,11.88,0.99,69.66,0.5,4.53,,,,19.78,90.88,0.99,305.13,55.85,,-0.31,,
2021-05-22 03:00:00,2021-05-22 04:00:00,15.85,51.98,4.71,6.6,7.28,40.06,12.7,1.01,67.29,0.5,0.0,,,,19.58,88.88,1.0,148.07,56.35,,-0.31,,
2021-05-22 04:00:00,2021-05-22 05:00:00,12.23,43.12,3.21,7.9,6.75,39.95,12.12,0.69,50.66,0.5,0.0,,,,20.45,74.81,1.58,109.44,56.77,,-0.31,,
2021-05-22 05:00:00,2021-05-22 06:00:00,11.98,30.3,1.81,10.12,6.45,40.23,9.38,0.65,55.16,0.5,0.0,,,,22.86,54.37,1.51,131.87,61.1,,-0.31,,
2021-05-22 06:00:00,2021-05-22 07:00:00,13.96,26.28,2.83,19.46,12.49,40.41,6.07,0.77,42.29,0.5,0.0,,,,23.1,52.98,1.02,196.14,104.5,,-0.32,,
2021-05-22 07:00:00,2021-05-22 08:00:00,10.16,19.62,9.45,24.02,20.3,40.18,3.6,1.49,46.33,0.5,0.54,,,,23.91,55.94,0.6,97.33,239.93,,-0.33,,
2021-05-22 08:00:00,2021-05-22 09:00:00,9.12,26.55,10.06,23.3,20.45,39.58,3.18,0.64,29.69,0.5,3.71,,,,26.29,47.79,1.05,31.08,425.88,,-0.33,,
2021-05-22 09:00:00,2021-05-22 10:00:00,13.25,34.92,7.21,21.7,17.32,40.37,5.62,0.67,36.55,0.5,1.39,,,,28.3,41.7,1.24,35.29,518.1,,-0.35,,
2021-05-22 10:00:00,2021-05-22 11:00:00,14.38,30.6,3.9,15.88,11.56,40.01,6.45,0.7,33.63,0.5,0.0,,,,29.18,41.63,1.15,111.75,532.88,,-0.05,,
2021-05-22 11:00:00,2021-05-22 12:00:00,18.7,43.84,4.77,15.75,12.18,39.95,4.98,0.72,46.21,0.5,0.0,,,,30.25,38.6,0.93,101.97,614.08,,-0.05,,
2021-05-22 12:00:00,2021-05-22 13:00:00,13.8,52.04,5.56,14.43,12.11,40.47,2.8,0.9,32.75,0.5,9.19,,,,31.29,34.33,0.4,116.99,612.62,,-0.06,,
2021-05-22 13:00:00,2021-05-22 14:00:00,11.59,53.25,3.83,15.8,11.21,39.86,1.27,0.79,55.81,0.5,7.57,,,,32.07,31.09,0.62,126.67,566.73,,-0.06,,
2021-05-22 14:00:00,2021-05-22 15:00:00,35.39,51.98,4.47,16.6,12.41,40.31,1.23,0.82,44.78,0.5,6.84,,,,32.46,30.21,0.71,216.44,486.33,,-0.08,,
2021-05-22 15:00:00,2021-05-22 16:00:00,22.47,54.9,3.44,15.7,11.07,40.03,1.2,0.86,57.98,0.5,7.54,,,,32.44,29.32,0.36,227.3,327.5,,-0.09,,
2021-05-22 16:00:00,2021-05-22 17:00:00,15.08,58.49,3.46,17.16,11.82,40.13,1.2,0.86,56.44,0.5,4.71,,,,32.82,29.59,0.53,260.46,114.85,,-0.08,,
2021-05-22 17:00:00,2021-05-22 18:00:00,13.27,59.09,6.51,19.64,15.66,40.09,1.2,0.84,45.06,0.5,9.12,,,,32.67,30.84,0.65,290.19,73.67,,-0.05,,
2021-05-22 18:00:00,2021-05-22 19:00:00,10.91,69.15,5.32,24.2,17.13,39.71,1.25,1.0,55.63,0.5,12.45,,,,30.76,37.61,0.88,257.98,59.83,,-0.05,,
2021-05-22 19:00:00,2021-05-22 20:00:00,9.66,71.89,4.19,54.49,32.21,39.7,1.52,1.29,35.97,0.79,26.48,5.72,,,28.71,45.67,0.33,205.87,56.9,,-0.03,,
2021-05-22 20:00:00,2021-05-22 21:00:00,40.63,106.1,22.27,82.4,61.65,40.06,1.23,2.52,70.42,6.64,39.06,24.28,,7.2,27.36,50.28,0.28,170.98,53.58,,-0.04,,
2021-05-22 21:00:00,2021-05-22 22:00:00,29.56,144.46,45.49,77.93,77.84,39.88,1.2,1.12,46.89,8.75,58.36,22.35,6.15,5.77,26.21,57.19,0.23,162.56,53.15,,-0.02,,
2021-05-22 22:00:00,2021-05-22 23:00:00,61.57,144.85,55.91,71.51,82.77,39.98,2.7,0.41,19.83,11.75,61.53,21.37,6.42,5.23,25.61,61.27,0.22,205.43,53.47,,-0.03,,
2021-05-22 23:00:00,2021-05-23 00:00:00,39.63,152.57,19.45,68.69,52.1,40.5,6.4,0.3,30.34,9.12,41.51,19.37,,3.04,25.53,59.28,0.25,163.17,53.73,,-0.02,,
2021-05-23 00:00:00,2021-05-23 01:00:00,35.64,176.12,10.56,48.86,34.44,40.01,11.72,0.49,46.91,5.36,30.05,20.97,,1.85,25.06,63.74,0.24,126.6,53.82,,-0.03,,
2021-05-23 01:00:00,2021-05-23 02:00:00,31.74,162.14,19.12,34.72,33.76,40.39,15.37,0.27,55.54,6.14,31.66,15.76,2.83,,24.34,69.78,0.21,200.54,54.17,,-0.02,,
2021-05-23 02:00:00,2021-05-23 03:00:00,58.79,137.85,20.36,46.2,40.86,39.59,17.7,0.41,60.37,5.82,26.81,9.67,3.37,,23.75,72.68,0.52,230.14,54.33,,-0.02,,
2021-05-23 03:00:00,2021-05-23 04:00:00,38.7,127.49,5.59,29.32,20.06,40.3,19.02,0.15,53.49,1.58,18.92,,,,24.8,59.91,1.21,264.34,54.05,,-0.02,,
2021-05-23 04:00:00,2021-05-23 05:00:00,126.71,583.48,4.93,18.97,14.03,40.53,19.48,0.15,36.47,0.5,6.57,,,,24.41,54.44,0.83,278.47,53.95,,-0.03,,
2021-05-23 05:00:00,2021-05-23 06:00:00,323.4,,4.2,18.86,13.37,39.52,20.25,0.68,29.06,0.5,7.86,,,,24.14,53.08,1.26,265.02,57.83,,-0.02,,
2021-05-23 06:00:00,2021-05-23 07:00:00,625.12,,6.05,22.13,16.61,40.17,18.4,0.57,34.95,0.5,3.97,,,,23.97,56.66,1.04,259.73,104.72,,-0.02,,
2021-05-23 07:00:00,2021-05-23 08:00:00,714.85,,6.99,21.18,16.85,40.12,14.8,0.49,35.12,0.5,0.0,,,,24.45,56.32,1.54,265.03,165.43,,-0.03,,
2021-05-23 08:00:00,2021-05-23 09:00:00,781.34,,4.97,19.5,14.36,40.07,11.55,0.56,23.33,0.5,0.0,,,,25.21,53.66,2.46,265.88,277.55,,-0.04,,
2021-05-23 09:00:00,2021-05-23 10:00:00,701.08,,4.56,18.52,13.49,40.03,9.27,0.7,51.9,0.5,0.0,,,,26.24,47.49,2.58,263.71,307.3,,-0.04,,
